Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List,
79116,SUPER MERCADO AGUASCALIENTES,459 W. NEW CIRCLE RD,40511,607,ACTIVE,22-Aug-2023,2,99,  56,
79342,DOLLAR TREE #1117,"127 W. TIVERTON, SUITE 134",40503,610,ACTIVE,03-Aug-2023,1,88,  10  13  15  46  50  52  54  56  57,
79342,DOLLAR TREE #1117,"127 W. TIVERTON, SUITE 134",40503,610,ACTIVE,22-Aug-2023,2,99,  56,
79540,STARBUCKS #14259,2320 ELKHORN ROAD,40509,605,ACTIVE,30-Aug-2023,1,94,   1  37  41  50  56,
79540,STARBUCKS #14259,2320 ELKHORN ROAD,40509,605,ACTIVE,14-Sep-2023,2,98,  10  56,
79542,SUSHI BLUE,"185 PASADENA DRIVE, #130",40503,605,ACTIVE,28-Sep-2023,1,98,  48,
79572,KROGER L-768,1600 LEESTOWN RD.  SUITE 150,40502,607,ACTIVE,09-Oct-2023,1,95,  13  37  50  56,
79572,KROGER L-768,1600 LEESTOWN RD.  SUITE 150,40502,607,ACTIVE,09-Oct-2023,1,89,   6  10  14  37  41  45  50  51  56,
79573,AFC SUSHI @ KROGER #768,"1600 LEESTOWN ROAD, STE 150",40511,605,ACTIVE,09-Oct-2023,1,100,,
79638,HOLIDAY INN EXPRESS,1000 EXPORT ST.,40504,605,ACTIVE,10-Aug-2023,1,100,,
79638,HOLIDAY INN EXPRESS,1000 EXPORT ST.,40504,605,ACTIVE,10-Aug-2023,1,96,  15  48,
79638,HOLIDAY INN EXPRESS,1000 EXPORT ST.,40504,607,ACTIVE,10-Aug-2023,1,96,  15  48,
79638,HOLIDAY INN EXPRESS,1000 EXPORT ST.,40504,607,ACTIVE,10-Aug-2023,1,100,,
79784,FEED THE HUNGRY,811 BRYAN AVENUE,40505,605,ACTIVE,06-Sep-2023,1,98,  50  56,
79974,NEW BEGINNINGS EARLY LEARNING CENTER,585 W. MAIN ST.,40507,605,ACTIVE,11-Jul-2023,1,99,  56,
80175,MOLLY BROOKES IRISH BAR,109 N LIMESTONE ST,40507,605,ACTIVE,31-Aug-2023,1,98,  39  50,
80175,MOLLY BROOKES IRISH BAR,109 N LIMESTONE ST,40507,607,ACTIVE,31-Aug-2023,1,98,  39  50,
80213,LEXINGTON INN,2221 ELKHORN,40505,605,ACTIVE,19-Jul-2023,1,99,  46,
80512,ASHLAND AVE. BAPTIST CHURCH,483 W. REYNOLDS RD.,40503,605,ACTIVE,25-Jul-2023,1,97,   1  49,
80512,ASHLAND AVE. BAPTIST CHURCH,483 W. REYNOLDS RD.,40503,605,ACTIVE,09-Aug-2023,2,100,,
80513,EAST END TAP AND TABLE,"333 E. MAIN ST., STE 180",40507,605,ACTIVE,23-Aug-2023,12,,"NOTICE TO CORRECT
AN INSPECTION DISCLOSED THE FOLLOWING VIOLATIONS: ESTABLISHMENT UNABLE TO PROVID FAYETTE COUNTY FOOD HANDLER CARDS FOR ANY EMPLOYEE HANDLING FOOD.",
80513,EAST END TAP AND TABLE,"333 E. MAIN ST., STE 180",40507,605,ACTIVE,23-Aug-2023,1,91,  15  21  40  44  51  56,
80513,EAST END TAP AND TABLE,"333 E. MAIN ST., STE 180",40507,605,ACTIVE,06-Sep-2023,2,91,   8  21  38  41  56,
80653,LITTLE CAESAR'S PIZZA,3805 DYLAN PLACE #110,40514,605,ACTIVE,29-Sep-2023,1,97,  40  41  56,
80965,COMMON GROUNDS,4772 HARTLAND PARKWAY #128,40515-1546,605,ACTIVE,13-Sep-2023,1,83,   1   3  10  17  18  40  41  44  48  50  56  57,
80965,COMMON GROUNDS,4772 HARTLAND PARKWAY #128,40515-1546,605,ACTIVE,28-Sep-2023,2,94,  40  46  48  50  56,
80974,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR #176,40504,605,ACTIVE,09-Aug-2023,1,91,   6  17  45  48  56  58,
80974,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR #176,40504,605,ACTIVE,23-Aug-2023,2,92,  25  44  48  56  58,
80974,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR #176,40504,605,ACTIVE,30-Aug-2023,2,87,   1  18  25  39  48  56  58,
80974,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR #176,40504,605,ACTIVE,30-Aug-2023,12,,"NOTICE TO CORRECT
FOLLOW UP CONDUCTED REVEALED FOOD ITEMS WITHOUT DATE MARKING 3 COMPARTMENT SINK NOT PREPARED NOT USING SANITIZER TO WASH RINSE AND SANITIZE DISHES AND PRESENCE OF INSECTS. COMPLIANCE WITH THIS ORDER SHALL BE EFFECTIVE IMMEDIATELY",
80974,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR #176,40504,605,ACTIVE,01-Sep-2023,2,97,  48  56,
80974,LA MICHOACANA DE LEXINGTON,1801 ALEXANDRIA DR #176,40504,605,ACTIVE,01-Sep-2023,2,94,  21  48  56,
81245,VINAIGRETTE SALAD KITCHEN,"2200 WAR ADMIRAL WAY, STE 195",40509,605,ACTIVE,03-Aug-2023,1,100,,
81292,CHICK-FIL-A,2514 NICHOLASVILLE RD,40503,605,ACTIVE,10-Jul-2023,1,95,  21  50  56,
81292,CHICK-FIL-A,2514 NICHOLASVILLE RD,40503,605,ACTIVE,10-Jul-2023,2,98,  50  56,
81390,EMBRACE UNITED METHODIST CHURCH,1015 N LIMESTONE ST.,40505,605,ACTIVE,05-Jul-2023,1,100,,
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,29-Aug-2023,1,70,   1   3   5   6   8  10  13  17  18  24  25  40  41  48  49  50  56  57,
81615,PUCCINI'S,3801 DYLAN PL. STE 150,40514,605,ACTIVE,14-Sep-2023,2,95,  48  50  56  57,
81712,EL MARIACHI MEXICAN RESTAURANT,125 TOWNE CENTER DR STE 115,40511,605,ACTIVE,26-Sep-2023,1,83,   8  18  21  34  41  47  48  50  56,
81929,WINE & MARKET,486 W. 2ND ST.,40507,607,ACTIVE,24-Aug-2023,1,100,,
82113,COCINA EL SABOR JAROCHO,1416 VILLAGE DR.,40504,605,ACTIVE,25-Sep-2023,2,93,  15  45  48  56  57,
82113,COCINA EL SABOR JAROCHO,1416 VILLAGE DR.,40504,605,ACTIVE,25-Sep-2023,1,86,   6  15  23  25  45  48  56  57,
82186,ARCHANINE THAI KITCHEN,"162 OLD TODDS ROAD, SUITE 110",40509,605,ACTIVE,02-Aug-2023,1,96,  41  46  50  56,
82212,NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,40511,607,ACTIVE,14-Aug-2023,1,99,  57,
82212,NEWTOWN PIKE FOODMART,771 NEWTOWN PIKE,40511,607,ACTIVE,14-Aug-2023,1,96,  10  48  57,
82346,DUNKIN DONUTS,1306 SOUTH BROADWAY,40504,605,ACTIVE,23-Aug-2023,1,88,  10  17  18  41  44  48  50  55  56,
82346,DUNKIN DONUTS,1306 SOUTH BROADWAY,40504,605,ACTIVE,06-Sep-2023,2,94,  48  49  50  54  57,
82797,PRO SHAKES NUTRITION,340 E. NEW CIRCLE RD #130,40505,605,ACTIVE,30-Aug-2023,1,100,,
82821,AFC SUSHI @ UK HOSPITAL CAFETERIA,1000 S LIMESTONE,40502,605,ACTIVE,25-Aug-2023,1,100,,
83561,BRICK OVEN PIZZERIA,4379 OLD HARRODSBURG RD #110,40513,605,ACTIVE,31-Jul-2023,1,85,   8  10  40  41  44  48  50  51  54  56  58,
83561,BRICK OVEN PIZZERIA,4379 OLD HARRODSBURG RD #110,40513,605,ACTIVE,16-Aug-2023,2,91,  25  40  48  50  51  54  56,
83561,BRICK OVEN PIZZERIA,4379 OLD HARRODSBURG RD #110,40513,605,ACTIVE,23-Aug-2023,2,97,  48  56,
83768,FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,40511,607,ACTIVE,24-Aug-2023,2,100,,
83768,FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,40511,607,ACTIVE,24-Aug-2023,1,94,   6  16  25,
83768,FAIRFIELD INN & SUITES,2100 HACKNEY PLACE,40511,607,ACTIVE,24-Aug-2023,1,100,,
84406,LEXINGTON CHRISTIAN ACADEMY I/S CONCESSION,SEASONAL CONCESSION,40503,603,ACTIVE,05-Sep-2023,1,99,  49,
84794,BURGER KING #17304,2548 RICHMOND ROAD,40509,605,ACTIVE,25-Sep-2023,1,97,  40  48,
84852,TINKER'S CAKE SHOP,317 WEST MAXWELL STREET,40508,605,ACTIVE,22-Aug-2023,1,100,,
84947,PAPIS PALOMAR,3901 HARRODSBURG RD SUITE 180,40513,605,ACTIVE,28-Jul-2023,1,73,   6  10  17  18  21  23  24  25  39  40  45  50  53  56  57  58,
84947,PAPIS PALOMAR,3901 HARRODSBURG RD SUITE 180,40513,605,ACTIVE,15-Aug-2023,2,87,   1  18  34  40  45  50  56  57  58,
84947,PAPIS PALOMAR,3901 HARRODSBURG RD SUITE 180,40513,605,ACTIVE,22-Aug-2023,2,86,   1  18  23  24  45  57  58,
84947,PAPIS PALOMAR,3901 HARRODSBURG RD SUITE 180,40513,605,ACTIVE,22-Aug-2023,12,,"NOTICE OF ORDER TO CEASE OPERATION: FOOD SERVICE PERMIT FOLLOW UP CONDUCTED REVEALED PRIORITY VIOLATIONS INCLUDE: NO FOOD MANAGER PRESENT, IMPROPER COOLING, USING TIME W/O WRITTEN DOCUMENTAION AND PRESENCE OF INSECTS.COMPLIANCE WITH THIS ORDER SHALL BE EFFECTIVE IMMEDIATELY. SUSPENSION SHALL BE EFFECTIVE SEE ABOVE.",
84947,PAPIS PALOMAR,3901 HARRODSBURG RD SUITE 180,40513,605,ACTIVE,23-Aug-2023,2,99,  45,
84976,MONKEY JOE'S,1850 BRYANT ROAD,40509,605,ACTIVE,18-Jul-2023,1,97,  46  50  56,
85008,PAN CASERO REMYS,1426 VILLAGE DR,40504,605,ACTIVE,14-Sep-2023,1,91,   6  18  25  46  49,
85008,PAN CASERO REMYS,1426 VILLAGE DR,40504,610,ACTIVE,14-Sep-2023,1,91,   6  18  25  46  49,
85008,PAN CASERO REMYS,1426 VILLAGE DR,40504,605,ACTIVE,02-Oct-2023,2,99,  49,
85008,PAN CASERO REMYS,1426 VILLAGE DR,40504,610,ACTIVE,02-Oct-2023,2,99,  49,
85119,LIQUOR BARN EXPRESS AT THOROUGHBRED #909,2005 VERSAILLES RD.,40504,610,ACTIVE,06-Oct-2023,1,100,,
85262,MICROTEL INN,2240 BUENA VISTA DR,40505,605,ACTIVE,18-Sep-2023,1,99,  50,
85262,MICROTEL INN,2240 BUENA VISTA DR,40505,605,ACTIVE,18-Sep-2023,1,98,  48,
85262,MICROTEL INN,2240 BUENA VISTA DR,40505,607,ACTIVE,18-Sep-2023,1,98,  48,
85262,MICROTEL INN,2240 BUENA VISTA DR,40505,607,ACTIVE,18-Sep-2023,1,99,  50,
85470,ACCESS MINISTRIES KY,376 SOUTHLAND DRIVE,40503,605,ACTIVE,22-Sep-2023,1,99,  51,
85947,COFFEE HOUSE DBA MINTON'S CAFE,760 N. LIMESTONE,40508,605,ACTIVE,05-Jul-2023,1,85,   3   6  17  25  38  43  45  48  50  51  56,
85947,COFFEE HOUSE DBA MINTON'S CAFE,760 N. LIMESTONE,40508,605,ACTIVE,18-Jul-2023,2,96,  48  50  56,
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,605,ACTIVE,25-Aug-2023,1,100,,
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,605,ACTIVE,25-Aug-2023,1,98,  40  51,
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,607,ACTIVE,25-Aug-2023,1,98,  40  51,
86108,LEXINGTON RESIDENCE INN,3110 WALL STREET,40513,607,ACTIVE,25-Aug-2023,1,100,,
86315,THE SWEET STOP,3401 NICHOLASVILLE RD,40503,605,ACTIVE,31-Jul-2023,1,99,  44,
86481,ALDI (INDIANA) L.P. #69,126 ROJAY DR.,40503,610,ACTIVE,10-Aug-2023,1,96,  48  50  56,
86549,"GIFT BOX &  TEA ROOM, THE",3330 PARTNER PLACE,40503,605,ACTIVE,03-Aug-2023,1,98,  56  57,
86782,CHILDCARE NETWORK #258,1748 ALYSHEBA WAY,40509,605,ACTIVE,28-Jul-2023,2,96,  45  48  54,
86782,CHILDCARE NETWORK #258,1748 ALYSHEBA WAY,40509,605,ACTIVE,18-Sep-2023,1,98,  48,
86899,ORANGE LEAF - SELF SERVE FROZE,"152 WEST TIVERTON WAY, STE 170",40503,605,ACTIVE,14-Jul-2023,1,94,  38  40  43  49  50  56,
86953,SULLIVAN UNIVERSITY-LEX CAMPUS,2355 HARRODSBURG RD,40504,605,ACTIVE,29-Aug-2023,1,94,  15  45  57  58,
86953,SULLIVAN UNIVERSITY-LEX CAMPUS,2355 HARRODSBURG RD,40504,605,ACTIVE,12-Sep-2023,2,99,  45,
86955,DAD'S FAVORITES,"820 LANE ALLEN, STE 148",40504,607,ACTIVE,01-Aug-2023,1,95,  41  48  50  56,
86955,DAD'S FAVORITES,"820 LANE ALLEN, STE 148",40504,607,ACTIVE,01-Aug-2023,1,96,  48  50  56,
86979,MAD MUSHROOM OF CLAYS MILL INC,3340 CLAYS MILL RD,40513,605,ACTIVE,25-Sep-2023,1,87,   1  29  38  40  45  48  49  50  56  57,
87028,MAIN STREET DELI,380 WEST MAIN,40508,605,ACTIVE,03-Aug-2023,1,96,  10  40  48,
87126,CREAUX,310 W SHORT ST,40507,605,ACTIVE,28-Sep-2023,1,99,  50,
87131,DISTILLED,157 JEFFERSON STREET,40508,605,ACTIVE,20-Sep-2023,1,100,,
87430,PANDA EXPRESS #2113,2433 NICHOLASVILLE RD,40503,605,ACTIVE,25-Sep-2023,1,83,   5   6   8  10  41  45  48  50  55  56  58,
87515,JIMMY JOHN'S,3735 PALOMAR CTR DR #20,40513,605,ACTIVE,18-Aug-2023,1,94,   6  48  50  56,
87515,JIMMY JOHN'S,3735 PALOMAR CTR DR #20,40513,605,ACTIVE,18-Aug-2023,2,96,  48  50  56,
87658,CHOCOLATE HOLLER,"400 OLD VINE STREET, SUITE 104",40507,605,ACTIVE,03-Aug-2023,1,99,  41,
87711,FIRST PRESBYTERIAN CHURCH,171 MARKET ST,40507,605,ACTIVE,25-Jul-2023,1,98,  56  57,
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,605,ACTIVE,28-Sep-2023,1,72,   3   6  10  15  21  22  23  25  34  38  44  48  50  55  56  58,
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,605,ACTIVE,28-Sep-2023,1,85,  13  21  25  48  50  55  56  57  58,
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,607,ACTIVE,28-Sep-2023,1,85,  13  21  25  48  50  55  56  57  58,
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,607,ACTIVE,28-Sep-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION 
BLANKET Q1/Q2 FOR SECTION OF REFRIGERATED COOLER AREA",
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,607,ACTIVE,28-Sep-2023,1,72,   3   6  10  15  21  22  23  25  34  38  44  48  50  55  56  58,
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,610,ACTIVE,28-Sep-2023,1,72,   3   6  10  15  21  22  23  25  34  38  44  48  50  55  56  58,
88182,LA PRINCESA SUPER MERCADO,1430 VILLAGE DR,40504,610,ACTIVE,28-Sep-2023,1,85,  13  21  25  48  50  55  56  57  58,
88221,AFC SUSHI @ KROGER #737,1060 CHINOE RD.,40502,605,ACTIVE,11-Sep-2023,1,100,,
88305,WONG WONG RESTAURANT,458 SOUTHLAND DR,40503,605,ACTIVE,29-Sep-2023,1,95,  15  38  48,
88313,COURTYARD CAFE @ UK HOSPITAL,1000 S LIMESTONE,40536,605,ACTIVE,25-Aug-2023,1,98,  46  50,
88504,SAHARA INTERNATIONAL MARKET & BUTCHER SHOP,"3061 FIELDSTONE WAY, STE 1250",40513,610,ACTIVE,20-Sep-2023,1,88,  13  25  38  39  41  48  54  56  57,
88504,SAHARA INTERNATIONAL MARKET & BUTCHER SHOP,"3061 FIELDSTONE WAY, STE 1250",40513,610,ACTIVE,20-Sep-2023,2,93,  38  41  48  54  56  57,
88572,MINI MOVERS LEARNING CENTER,338 BLACKBURN AVE.,40508,605,ACTIVE,18-Aug-2023,1,100,,
88877,GUESTHOUSE INN & SUITES,2261 ELKHORN ROAD,40505,605,ACTIVE,01-Sep-2023,1,100,,
88983,KITCHEN SHIFT,"3101 CLAYS MILL ROAD, STE. 401",40503,605,ACTIVE,11-Sep-2023,1,100,,
89022,DISCOUNT TOBACCO ZONE NUMBER 1,717 NORTH BROADWAY,40508,610,INACTIVE,12-Sep-2023,1,99,  56,
89221,KROGER FIELD - FIELD CLUB LOWER LEVEL,1540 UNIVERSITY DR,40506,603,ACTIVE,16-Sep-2023,1,95,   6   8,
89221,KROGER FIELD - FIELD CLUB LOWER LEVEL,1540 UNIVERSITY DR,40506,603,ACTIVE,16-Sep-2023,2,100,,
89221,KROGER FIELD - FIELD CLUB LOWER LEVEL,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,2,100,,
89221,KROGER FIELD - FIELD CLUB LOWER LEVEL,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,95,   6   8,
89304,AFC SUSHI @ KROGER L-721,4750 HARTLAND PARKWAY,40515,605,ACTIVE,02-Aug-2023,1,97,  43  46  56,
89304,AFC SUSHI @ KROGER L-721,4750 HARTLAND PARKWAY,40515,610,ACTIVE,02-Aug-2023,1,97,  43  46  56,
89403,FIREHOUSE SUBS,1781 SHARKEY WAY,40511,605,ACTIVE,28-Aug-2023,1,90,   6  24  45  50  56  57  58,
89403,FIREHOUSE SUBS,1781 SHARKEY WAY,40511,605,ACTIVE,11-Sep-2023,2,98,  50  56,
89403,FIREHOUSE SUBS,1781 SHARKEY WAY,40511,605,ACTIVE,11-Sep-2023,2,95,  21  50  56,
89705,VINAIGRETTE SALAD KITCHEN,1781 SHARKEY WAY #130,40511,605,ACTIVE,20-Jul-2023,1,93,  41  44  48  50  56  57,
89763,COUNTRY BOY BREWING,436 CHAIR AVE,40508,605,ACTIVE,23-Aug-2023,1,99,  49,
89773,JIMMY JOHN'S,2535 NICHOLASVILLE STE #130,40503,605,ACTIVE,14-Aug-2023,1,92,   8  40  48  50  56,
89773,JIMMY JOHN'S,2535 NICHOLASVILLE STE #130,40503,605,ACTIVE,14-Aug-2023,2,95,  40  48  50  56,
89821,BABYCAKES CUPCAKES,1616 LIBERTY ROAD,40505,605,ACTIVE,29-Aug-2023,1,98,  50  56,
89867,MORNING POINTE OF LEXINGTON,233 RUCCIO WAY,40503,605,ACTIVE,22-Sep-2023,1,97,  48  50,
89904,CVS/PHARMACY #6940,2000 HARRODSBURG RD,40513,610,ACTIVE,11-Aug-2023,1,95,  48  50  56  57,
89969,APIARY CATERING & EVENTS,218 W JEFFERSON ST,40508,605,ACTIVE,06-Jul-2023,1,100,,
89981,"CHEN OSAKA , INC","3805 DYLAN PLACE, STE 130",40514,605,ACTIVE,13-Jul-2023,1,96,  41  46  48,
90140,THOROUGHBRED CLUB OF AMERICA,3555 RICE ROAD,40510,605,ACTIVE,28-Sep-2023,1,96,   8  45,
90140,THOROUGHBRED CLUB OF AMERICA,3555 RICE ROAD,40510,605,ACTIVE,28-Sep-2023,2,99,  45,
90195,MCALISTER'S DELI,836 EUCLID AVE #105,40502,605,ACTIVE,08-Aug-2023,1,90,  18  40  45  48  51  56  57,
90195,MCALISTER'S DELI,836 EUCLID AVE #105,40502,605,ACTIVE,25-Aug-2023,2,96,  40  50  56  57,
90262,TAPROOM @ WEST SIXTH BREWING,"501 W SIXTH STREET, STE 100",40508,605,ACTIVE,20-Sep-2023,1,99,  37,
90334,FIVE GUYS BURGERS & FRIES,3090 HELMSDALE PLACE STE. 370,40509,605,ACTIVE,03-Jul-2023,1,100,,
90691,JACOBS CAFETERIA (HOPE CENTER),299 W LOUDON AVE,40508,605,ACTIVE,28-Jul-2023,1,90,  15  48  50  51  55  57  58,
90691,JACOBS CAFETERIA (HOPE CENTER),299 W LOUDON AVE,40508,605,ACTIVE,11-Aug-2023,2,97,  48  57,
90782,HENRY CLAYS PUBLIC HOUSE,112 N UPPER ST.,40507,605,ACTIVE,26-Sep-2023,1,100,,
90818,FAMILY CARE CENTER (LFUCG),1135 HARRY SYKES WAY,40504,605,ACTIVE,25-Sep-2023,1,95,  48  50  51  56,
90866,CITY BBQ,3292 RICHMOND RD.,40509,605,ACTIVE,22-Sep-2023,1,97,  48  56,
91129,CHILD DEVELOPMENT CENTER OF THE BLUEGRASS,290 ALUMNI DR.,40503,605,ACTIVE,29-Aug-2023,1,100,,
91801,LEXINGTON CHRISTIAN ACADEMY O/S CONCESSION,450 W. REYNOLDS RD.,40503,603,ACTIVE,06-Sep-2023,1,100,,
91801,LEXINGTON CHRISTIAN ACADEMY O/S CONCESSION,450 W. REYNOLDS RD.,40503,605,ACTIVE,06-Sep-2023,1,100,,
91841,"WILLOWS AT HAMBURG, THE",2531 OLD ROSE BUD RD.,40509,605,ACTIVE,18-Jul-2023,1,97,  51  56  57,
91858,ARCADIUM,574 N LIMESTONE,40508,605,ACTIVE,07-Jul-2023,1,99,  56,
91909,BASKIN ROBBINS,3061 FIELDSTONE WAY #1400,40513,605,ACTIVE,31-Jul-2023,1,95,  48  50  51  56,
92043,"CHILL SPOT LOUNGE, THE","680 LIMA DR, STE 150-160",40511,605,ACTIVE,17-Aug-2023,1,95,   1  39  50  56,
92043,"CHILL SPOT LOUNGE, THE","680 LIMA DR, STE 150-160",40511,605,ACTIVE,08-Sep-2023,2,98,  50  56,
92547,SLEEP INN,1920 PLAUDIT PLACE,40509,605,ACTIVE,22-Sep-2023,1,96,  44  48  56,
92754,COUNTY CLUB,555 JEFFERSON ST.,40508,605,ACTIVE,10-Aug-2023,1,100,,
93177,STARBUCKS @ TARGET,1940 PAVILLION WAY,40509,605,ACTIVE,31-Aug-2023,1,91,   1   5  48  56  58,
93177,STARBUCKS @ TARGET,1940 PAVILLION WAY,40509,605,ACTIVE,14-Sep-2023,2,100,,
93445,EL LOUNGE LLC,1439 ALEXANDRIA DR,40504,605,ACTIVE,03-Aug-2023,1,90,   1  10  25  40  44  48  56,
93445,EL LOUNGE LLC,1439 ALEXANDRIA DR,40504,605,ACTIVE,17-Aug-2023,2,95,   1  48  56,
93445,EL LOUNGE LLC,1439 ALEXANDRIA DR,40504,605,ACTIVE,24-Aug-2023,2,97,  48  56,
93456,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,40508,605,ACTIVE,06-Sep-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS: OPERATING A RETAIL SECTION UNDER A 605 PERMIT FACILITY WILL UPGRADE PERMIT TO A 607 PERMIT WITHIN A PERIOD OF FIFTEEN DAYS.",
93456,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,40508,605,ACTIVE,06-Sep-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
CUT FRENCH FRIES 35 LBS Q1/Q2, COD FRITTERS 7 LBS Q1/Q2, GUACAMOLE 1 LBS",
93456,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,40508,605,ACTIVE,06-Sep-2023,1,78, 1 6 13 17 18 21 34 39 40 47 48 50 56,
93456,SMITHTOWN SEAFOOD,501 W SIXTH ST SUITE 110,40508,605,ACTIVE,20-Sep-2023,2,99,56,
93523,SHAKEN BUBBLE,3401 NICHOLASVILLE RD,40503,605,ACTIVE,08-Sep-2023,1,86, 1 3 10 18 29 40 41 44 50,
93523,SHAKEN BUBBLE,3401 NICHOLASVILLE RD,40503,605,ACTIVE,22-Sep-2023,2,96,   3  43  44,
93523,SHAKEN BUBBLE,3401 NICHOLASVILLE RD,40503,605,ACTIVE,22-Sep-2023,2,98,  43  44,
93630,"AGAVE & RYE LEXINGTON SQUARE, LLC",123 N BROADWAY,40507,605,ACTIVE,14-Sep-2023,1,98,  50  56,
93683,"NEW CREATION CHILDCARE, LLC",1037 INDUSTRY ROAD,40505,605,ACTIVE,13-Sep-2023,1,99,  56,
93825,CENTRAL KY RECOVERY CNTR -  #2,1366 BULL LEA LANE,40511,605,ACTIVE,25-Sep-2023,1,96,  18  56,
93826,CENTRAL KY RECOVERY CNTR BLDG #1,1358 BULL LEA LANE,40511,605,ACTIVE,25-Sep-2023,1,99,  56,
93827,EASTERN STATE HOSPITAL - KITCHEN,1350 BULL LEA LANE,40511,605,ACTIVE,25-Sep-2023,1,100,,
93834,J. RENDER'S BBQ STATE MOBILE,1141 HAVERFORD WAY,40509,605,ACTIVE,27-Sep-2023,2,96,  10  44  46  50,
93834,J. RENDER'S BBQ STATE MOBILE,1141 HAVERFORD WAY,40509,605,ACTIVE,27-Sep-2023,1,88,   8  10  18  29  44  46  50,
93836,JIMMY JOHN'S, EUCLID AVE. 6,40502,605,ACTIVE,03-Aug-2023,1,96,  45  46  56  57,
93864,KARE BEARS,1697 PEABODY WAY,40511,605,ACTIVE,03-Aug-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
AMERICAN CHEESE 6LBS Q1/Q2, WHOLE MILK 6LBS Q1/Q2, BUTTER 2LBS Q1/Q2, SOY MILK 3LBS Q1/Q2, EGGS 7LBS Q1/Q2, CARROTS 15LBS Q1/Q2",
93864,KARE BEARS,1697 PEABODY WAY,40511,605,ACTIVE,03-Aug-2023,1,93,  21  48  50  56,
93864,KARE BEARS,1697 PEABODY WAY,40511,605,ACTIVE,18-Aug-2023,2,99,  10,
93890,CENTER FOR CHILDREN,500 PARK PLACE,40511,605,ACTIVE,20-Sep-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
SHELL EGGS 6LS Q1/Q2, CHEESE STICKS 6LBS Q1/Q2",
93890,CENTER FOR CHILDREN,500 PARK PLACE,40511,605,ACTIVE,20-Sep-2023,1,95,   6  27  50,
93890,CENTER FOR CHILDREN,500 PARK PLACE,40511,605,ACTIVE,20-Sep-2023,2,99,  50,
94065,"GRASSROOTS PHARMACY, PLLC",2304 SIR BARTON WAY SUITE 195,40509,605,ACTIVE,06-Jul-2023,1,100,,
94065,"GRASSROOTS PHARMACY, PLLC",2304 SIR BARTON WAY SUITE 195,40509,607,ACTIVE,06-Jul-2023,1,100,,
94230,"LANTERN AT MORNING POINTE OF LEXINGTON, THE",225 RUCCIO WAY,40503,605,ACTIVE,21-Sep-2023,1,98,  38  50,
94390,"NEST, THE",530 NORTH LIMESTONE,40508,605,ACTIVE,14-Aug-2023,1,100,,
94476,CORRAL EVENT CENTER & RESTAURANT,3130 MAPLE LEAF DR SUITE 160,40509,605,ACTIVE,18-Jul-2023,1,100,,
94566,BAPTIST HEALTH LEXINGTON CHILD DEVELOPMENT CENTER,110 SOUTHLAND DR,40503,605,ACTIVE,02-Aug-2023,2,100,,
94566,BAPTIST HEALTH LEXINGTON CHILD DEVELOPMENT CENTER,110 SOUTHLAND DR,40503,605,ACTIVE,02-Aug-2023,1,96,   6  29,
94633,RAMSEY'S RESTAURANT,151 W ZANDALE DR STE 100,40503,605,ACTIVE,15-Sep-2023,1,98,  38  50,
94673,WILD EGGS,3537 PALOMAR CENTRE DR,40513,605,ACTIVE,31-Jul-2023,2,98,  45  56,
94673,WILD EGGS,3537 PALOMAR CENTRE DR,40513,605,ACTIVE,31-Jul-2023,1,90,  18  21  24  45  56,
